"ESC" "CESC" "MES" "CMES" "CM" "CP" "HB" "HE" "HP" "MAC"
"Cpb1" -5.42051407409695 -9.59029553444574 -6.55846601485298 -9.96578428466209 -9.96578428466209 -9.96578428466209 -5.50165342266916 -9.96578428466209 -4.57725131373817 -4.70613799511078
"Slc25a1" 5.33353671600018 5.70563298687194 5.28478102610765 5.5462131849705 5.34854562328125 5.28899932665055 4.57253068423966 4.56648126864222 5.02779749684868 5.12563009674019
"Gpsm3" 1.52673935587786 2.13259876727766 0.0569962872769969 0.391561912171362 -0.431773046288665 1.97267070971756 1.17894195260546 1.94753857106144 2.47395023718156 3.93297770751319
"Fam96b" 4.85808562274048 5.0513476211479 4.8456256183429 4.86607455184196 5.69917495744827 5.09082341954664 4.89770568395592 4.60055040300201 4.62681915999834 4.28467123994633
"Mocs3" 2.63350145954616 3.06846637668057 2.65900487808813 2.90403916160916 2.09053267882031 1.98998581457644 2.97383026559229 2.12126034274287 2.32645991038331 2.32535118562258
"Olfr156" -9.96578428466209 -9.96578428466209 -9.96578428466209 -5.97557630055035 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209
"Qdpr" 5.43730303823991 5.66443206446824 5.27649160111888 5.43217515983063 5.4011984182793 5.0513476211479 4.94686492499965 5.24001761708745 5.75769225342269 6.06954250078606
"Fbxo43" -4.18222894551269 -4.46426863222884 -4.2620417850891 -3.75134803409897 -4.63194774527822 -5.30031413582047 -4.49130253855151 -6.10503132872624 -9.96578428466209 -4.98429508492563
"Lrrk2" -0.856471550490953 -1.1014599643686 -0.892663041178764 -2.53426254179243 -0.736861140925488 -1.62908642096727 -0.290387316443591 0.670888759556669 -0.477049707492321 2.20486038898676
"Vmn2r36" -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209
"Lmtk3" 2.54694936389548 3.11283421621909 2.40085917330197 3.26860244693529 2.67723223019838 3.55005594816345 0.281634364510385 0.223753428088734 -0.774282329231001 -3.02151561662864
"Cetn4" -3.1714860269742 -2.35877795338568 -2.60637339232469 -1.88789194880679 -1.89925256330728 -1.74356103614921 -4.26252754283077 -2.32234450757964 -0.73530923814823 -2.6849258961572
"Tuba1c" 6.01336219158502 6.48673377268319 5.628154865487 6.22240738036197 5.70460063264859 5.75354307814823 3.46934811572863 3.33860842261081 3.90270005822444 3.58442331400228
"Rad54b" 2.95255247777405 3.18962625941306 2.57419238215921 2.38847379258668 1.16769756346056 2.23148836612106 2.76089850831483 2.53003075924931 3.0138438976452 -0.858987852117722
"Krtap13" -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209
"Dusp6" 5.28681199933954 4.54440035914292 6.21807043441448 3.42190611064573 4.36916115279621 4.74699968446372 6.08086493197075 4.57839832481159 2.49267059150776 6.20357350366964
"Jag1" 2.12663472524607 2.29756986094659 3.27102675294477 3.63923634404931 3.12815066647118 3.82197085282258 1.58629740534475 1.58717051095747 2.30947645474197 0.860571523150358
"Selt" 4.79364470266983 4.46253434683025 4.64087408353358 4.31420143887903 4.21619431760544 3.85870196206146 5.53700027729309 5.28235858032303 5.3889559164224 5.9585266524082
"Kat6b" 5.47238425154897 5.82680358330369 2.71143734104449 2.97705560004977 3.13883070759188 3.75370648318401 2.36985319053586 2.78158989784944 2.58937092408935 2.25874384674451
"Vgll1" -2.62247738272658 -2.68881114557367 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -4.8309319530942 -4.44578359889951
"Acox2" -4.65869355340391 -5.35444033599713 -4.98316355360284 -4.99060109009439 -6.28063860763274 -7.18549418730646 -3.73415733487001 -9.96578428466209 -5.75316055303907 -4.51508382355915
"Aif1" -4.15860404185654 -4.31796214076327 -5.16184403961926 -9.96578428466209 -7.33127339237887 -5.07018063657132 -3.61401326693196 -9.96578428466209 -4.44090921938018 4.06873644476014
"Gm436" -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209
"Bin3" 2.46797784088298 2.08844817636188 3.25732518864672 3.13319761581401 2.2740588145709 2.4716473009244 3.549552857885 3.46096647440729 3.95850498095434 5.27917574781433
"Rnf168" 3.3225774564594 3.17177785213113 3.32607454280638 2.92736664820923 2.15928267682154 2.61152709322774 3.86387226725816 3.71152981088251 3.86387226725816 2.78244244351135
"Cops4" 5.49265767205301 5.19888754485844 5.6530638792639 5.17778508061594 5.06510150363336 4.99446540753617 6.2860765262204 5.94975988489449 5.89285989372511 5.21606113419641
"Sdk1" -3.82449962908997 -3.87631342215715 -0.968033539513853 -0.422882153755483 0.0289269889153799 -1.08946656843968 -0.326696407239167 0.786287947761325 0.30458541812487 -0.362200921698397
"Sdf4" 5.27604987506034 5.51288836144503 5.98677256276216 5.70460063264859 6.08086493197075 5.78827171874872 6.47704289808513 6.73201797750993 6.53865978875745 8.33988125475212
"Wfs1" 1.87744147795801 2.58413812090796 1.01029449240997 1.75421720889102 2.63093553592481 1.80231617202295 0.694923978141842 0.659569754352719 -0.638222575465317 2.52016727869058
"I830077J02Rik" -5.39525667628203 -7.56425311669882 -4.75709587990467 -4.70925316033621 -6.44039502418771 -1.99370520349686 -6.34823967283521 0.203346558390952 2.39291233342619 1.97113810943985
"Banf1" 8.29081651262135 8.13419347249611 8.1057727891954 8.1568947279977 7.88840828994285 7.66776776005126 8.14769552396945 8.16241313171402 8.60873736319599 5.92004807125699
"Cyp1a1" -2.66722216605784 -3.37448412800664 -1.43057497612684 -2.81464060603333 -3.76274192479348 -1.44304302723123 -1.99542987448084 0.266808642070314 0.248313382538376 -1.22408385599676
"Far2" 2.24305605732236 2.0141323826397 2.34271365555383 1.87431079930492 1.32649111235092 1.58112473613507 3.28988354840671 2.92051829188378 2.9143514054105 2.80610735121985
"Imp3" 5.50177800096712 5.71281393661682 5.40061317018554 5.76653483842154 5.77869150897591 5.21443805929409 4.97210436418678 4.7978938097393 4.96670314899032 3.70469408623245
"Olfr1371" -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209
"Agtrap" 4.59763113261073 4.7843353000176 4.32660740548358 4.36130791345506 4.32700457803387 3.69715683401631 3.11283421621909 2.99912424078105 3.12917503863022 4.20296211251758
"Arhgap21" 4.40087507299233 4.64941421747592 4.10887746842441 4.28054485237667 4.34465918890414 4.27961352898876 4.01980905509497 4.53562164726204 4.35430192020328 3.50551812845367
"Wwc2" 3.92435840054526 3.94575909447869 4.12649527336221 3.41909943939055 4.07039667867933 4.07316776039561 4.69267541412387 5.23324341373681 4.28858249976845 4.04507140249196
"Dnajb14" 0.793570827136385 0.689926478639351 0.937646202067973 1.15676618277004 1.06373849692076 1.64661200554588 1.63316887845798 2.39022780509436 2.82733808781265 4.30452797384975
"Zfp580" 1.73225854052995 2.54322961233872 1.17122396199219 2.18519836905847 2.86662138866922 3.27571816531148 -0.233474811765858 -0.401983128558429 -0.0926036601960262 -1.31826738076097
"Samd3" -9.96578428466209 -9.96578428466209 1.26484816032408 2.34903134105669 0.698610778134584 -7.36866802677526 -3.99922672770769 -5.12268027901063 -4.69245314949652 -9.96578428466209
"Klhdc3" 6.4982757137894 6.47704289808513 6.60276394776949 6.6926534309245 6.9628104252593 6.84219702503938 6.47862811125956 6.33601386556167 6.56156654822403 5.28235858032303
"Ocstamp" -5.08777807992995 -4.68010614660504 -5.11961644992128 -6.7585690865499 -6.13850338144644 -3.54193700604519 -5.31007023160738 -3.46149261756908 -5.35183662619466 -0.883086610509128
"Napepld" 1.64193047297257 2.02135674050164 0.788095148042103 0.891516163911944 0.353139224796714 -0.106536324824174 0.709503010563322 0.244454375064397 0.789878934414876 2.11213139339857
"Neurog3" -0.676366400419659 0.00460899586557362 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -5.02439757481609 -9.96578428466209 -4.57725131373817 -9.96578428466209
"Med25" 4.92319572485866 5.22808915879187 5.08975015595301 5.53700027729309 5.19934188252862 5.34020464085789 4.22054336079631 3.76931539395559 4.28188685440207 3.57303818527991
"Olfr742" -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209
"P2ry6" -2.72020226543384 -1.98146746819784 -4.2748700939029 -3.24692588856463 -3.13037127498981 -3.87213308291146 -3.64969888593999 -0.850781144909441 -1.5411866824996 5.20856824323112
"Hgd" -6.90466646489447 -6.05558437079378 -6.40755871540772 -4.82527154829376 -5.16184403961926 -5.47184385639224 -4.80129242849893 -3.76596673873076 -3.61104942769771 -3.52790869459872
"Ly75" 2.18151723423597 2.58937092408935 2.23514138270531 2.51966410367933 1.37671300336959 2.93742216499713 2.87812482530536 2.24212619629748 1.19398445199439 -0.732869601897011
"Olfr918" -9.96578428466209 -8.71622376154301 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209
"Npvf" -9.96578428466209 -9.96578428466209 -6.22921425163975 -3.75134803409897 -3.7325025420265 0.976157533729555 -3.36176243637286 -9.96578428466209 -9.96578428466209 -9.96578428466209
"Runx1" 1.24274511063107 1.81378281432588 1.79313638101262 2.37079529761821 1.7863760154214 2.88441090147837 4.43552503803624 4.08811129414113 6.7070856555947 5.00117689915967
"Sh2d1a" -9.96578428466209 -4.35925151569286 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209
"Dmrtb1" -0.533600428603694 -0.113931809509128 -2.39515161449005 -2.81037413808529 -2.0126955179635 -2.87413631032016 -3.2840760480299 -4.31568812895208 -4.8309319530942 -9.96578428466209
"Yrdc" 4.52132684561033 4.44900733171708 4.11377685365514 3.66131827493376 3.10427491507863 2.54811465816523 4.95872699685781 4.31455295378576 4.48169548855404 3.45825381797432
"Cald1" 4.87329299525905 4.49555832725868 4.41454457891475 4.63861919409816 4.67452428110414 4.86564322891588 3.86573040525518 6.59470535785697 4.60524381967422 1.13520653802694
"Ubr1" 2.74574024218377 2.53168635806113 2.89807975704419 2.58019748150056 2.18462824981261 2.41319237123965 3.74581293608627 3.79830229045085 3.9760707358874 2.80460292921336
"Olfr417" -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209
"Fn1" 9.61141356594948 9.10572214974785 11.7454278608771 11.7454278608771 10.6660921645924 10.1260334842859 11.9704575545405 11.1895215097437 10.3044890842921 7.67866346654176
"Clip1" 2.59673176659426 2.24818971257728 3.76275269211708 3.99327559210232 4.56363281584847 4.05811429252465 3.94320371749996 4.38561410537227 3.1377967037804 4.97750115138754
"Efhc2" -2.11011796828429 -1.59754368163284 -1.80650979352751 -1.83868332497677 -3.09926453646158 -2.65372371646542 -1.40259669608532 -4.88595817146854 -2.40807834727595 -3.22769929645296
"Nudt22" 2.19602316989345 2.30407294001101 2.33483271419802 2.6094449532536 2.60774026320166 2.82787297470417 2.25016003923777 2.48976182740654 2.82684851016371 2.79121067327845
"Bcl7b" 2.90056665669736 3.20927289402176 2.29344124421744 2.77569692664389 2.83919726504293 2.71232614690297 2.63075916599419 2.42185327164808 2.55802446635909 2.93910890920052
"Sult4a1" 3.90606069091239 3.62837448448254 3.13417515533285 2.73697527234927 1.47026245267 0.344621333247913 3.50094606116599 -1.65157646288136 -1.95404718120809 -3.98116964494046
"Tjp1" 5.67245622023134 5.22954415705599 5.35775852107349 5.00990853398674 5.31603465991485 5.67163836404961 5.50788425450776 6.699089009885 4.30327791293406 1.58459175805956
"Cdkn1b" 3.28211658207558 3.22331704212663 4.16684701545504 3.93042215784688 4.61750380757441 4.23034996089627 4.24726517835458 4.97538008971299 3.92251508149645 2.84663064684494
"Mbip" 3.08929412502674 2.82206320338361 3.07261152770483 2.77196313664183 2.27516955515375 2.38143410229909 3.36075450577549 3.06628934367419 2.98352073865646 2.86495841927242
"Slc19a2" 5.09696562326571 4.90625254039735 4.60368143897434 3.95667467863966 4.4687198247243 2.67594395220892 5.1858872725093 4.67856717747462 5.17651080819293 3.8309051928931
"Mrpl9" 4.37464516362968 4.26570749342065 4.38561410537227 4.21305655258614 4.30965070732499 4.11539574825228 4.94725852947455 4.68536297694794 4.86731376793842 4.287186982825
"Serpinb9c" -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -4.57725131373817 -3.34724511057219
"Rufy4" -9.96578428466209 -9.60728803458997 -3.93818436435406 -3.80496872708541 -2.76111513562105 -4.88766204842494 -4.69448750786616 -5.58636769508244 -5.64103095155899 -0.953185643174457
"Baz1b" 4.79949309594238 4.9285357267178 5.15234055729036 5.11739079075184 4.68821753491861 5.06784521560245 5.60269119889205 5.45586072913542 5.61985502045513 4.56500950030711
"Zdhhc12" 5.32996905128473 5.56626801895736 4.90385800509767 5.07397309923998 5.29882852591795 4.7630153094857 4.83502779328185 4.55554557349268 4.5787600796963 4.48058554150273
"Cdh15" -3.08572399311073 -3.04819725269237 -3.51501375874202 -5.36293658606924 -5.59900183778931 -4.96031624498136 -4.53000092828119 -6.50097708563813 -4.69245314949652 -9.96578428466209
"Fev" -9.96578428466209 -9.96578428466209 -3.2068733732806 -2.30173868554066 -3.65527497111539 -1.49149722515289 -1.95887196371081 -3.72491308572635 -9.96578428466209 -9.96578428466209
"Mroh2a" -1.21008779851548 -1.17865564663979 0.286395359753967 1.13056025918931 -0.198650666961097 -0.353498861390993 -0.593497277032725 -0.188334199351683 0.00164497838271475 -3.04819725269237
"Pomk" 1.76509739071618 1.63066620582381 1.53093377021359 1.32013125938441 0.866062477982082 0.886806699163559 2.02859717961118 1.71169069316397 1.85825530032796 2.9846327490754
"Rgs20" 0.744194624833078 -1.03244869057739 -0.851491799735402 -0.188334199351683 -1.37604979597437 1.89596967577484 -1.25676898452879 -1.14943713054072 -2.53256052415081 -3.70208661274762
"Rspo4" -5.39525667628203 -6.17482084812516 -4.01768613608172 -2.52918490457012 -4.10013493424369 -2.3807390269219 -4.51328692055872 -9.96578428466209 -1.76506567898832 -9.96578428466209
"Skint9" -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209
"Fbxo41" -1.69150852444509 -1.38632873535682 -2.33246609462266 -1.90320794275593 -2.51468051173101 -2.76743114293885 -1.36240095805741 -0.975992709123012 -0.412559950515452 -1.31381421810851
"Rad21l" -7.14463828449023 -4.68010614660504 -2.73701955391656 -3.18358578521628 -4.61853235024065 -6.61562177762792 -3.18061943446483 -6.10503132872624 -9.96578428466209 -4.79674795905471
"Pcdhgb4" 2.71531516943573 2.72414891516342 3.77739863860682 4.46127271805434 4.83402474939499 4.83667971438676 3.17700364321199 3.52009286286953 1.88533713907369 1.99265521715542
"Vmn1r31" -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209
"Cdk9" 4.32149286809204 4.58175290290148 4.16896028543439 4.28936598190724 4.13372126653702 4.24903394168575 3.94792593768792 3.55716889945715 3.85936869536811 4.14831772173974
"Sri" 4.17947859529178 3.97120362270319 4.0717002974627 3.54346132348233 4.39162260018496 4.83502779328185 4.37499308774089 5.80851235162809 5.34440150971346 6.34628894822445
"Timm13" 5.65462872277031 5.80066470614015 5.75230660656051 5.77869150897591 5.63379042848113 5.37798762752622 5.86427964515293 5.31539448979377 5.63379042848113 5.314143034626
"Dok4" 1.33733976748147 1.34757694989722 4.23333516555766 4.26950400223537 4.48574600791302 6.28111091134347 5.36805034718411 5.39935363941184 2.8805255133802 1.82762665026155
"Abca16" -4.10221379766873 -3.91358430973952 -9.96578428466209 -9.96578428466209 -9.96578428466209 -8.65099423452509 -7.53632995336266 -5.43897611835459 -5.35183662619466 -9.96578428466209
"Trem3" -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -5.34647154101797 -9.96578428466209 -4.14009913814841 -0.78117632791151 -1.55570789314147
"B4galt6" 3.75939526894844 3.57505052863695 3.41120144194372 2.84690546464328 2.40763506882074 4.03694224694005 3.93977404264835 2.81696976627302 2.81306076077152 3.13239146163449
"Gp9" -9.96578428466209 -7.65322956047801 -9.96578428466209 -5.36293658606924 -2.54139729853801 -4.10580531877283 -5.64492651234593 -2.88286926316881 2.22897408662892 0.387396759266266
"Depdc5" 4.48723493138994 4.14341873855034 4.61772427548354 4.68597181596729 4.47722202817013 4.30965070732499 4.479398796589 4.03945522163655 4.53223927279666 3.38424004102414
"Olfr351" -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209
"Chmp2b" 3.21578064922264 2.95817417333844 3.8676701528417 3.54424945696234 3.90645280448774 3.45325358043356 4.20543437434111 4.29633419306841 3.97012339181179 4.80650525333379
"Il16" -7.89699448009593 -9.60139866568461 -4.98316355360284 -5.63169033131373 -2.15141698879253 -0.0251030954846077 -4.23246899384206 0.0761284477244089 0.453560237757005 1.7329198615826
"Atg9b" 0.203901411274816 -0.0335309469061871 -1.56679649048075 -1.15159680548866 -0.409699956655567 -1.72162315680155 -0.607579948962375 0.424972618881268 -1.27556598485354 0.455589011888991
"Defb47" -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209
"Vmn1r198" -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209
"Olfr651" -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209
"Zfc3h1" 2.45010663272244 2.43475530838096 2.68980428232518 2.58413812090796 2.10925590646684 2.48629225715936 3.05717248199845 3.44562657902499 3.4750083136805 3.25732518864672
"Rbm10" 5.71034760029126 5.94975988489449 6.04354003786348 6.34909539085385 5.83734622016834 5.87883348550179 5.49029108644768 5.05822716818703 5.20464800289649 3.3631319169409
"1700011H14Rik" -9.96578428466209 -9.64879178451786 -5.52477193413577 -6.0890596634603 -9.96578428466209 -9.96578428466209 -6.34823967283521 -4.7649524788772 -9.96578428466209 -9.96578428466209
"Olfr1163" -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209
"Ift57" 1.93093233176545 2.41319237123965 2.64793381845431 3.08326339204486 2.6455590894472 2.35296394057053 2.62655742835165 2.09638133630877 1.94548107541602 1.84851529611523
"Nudcd1" 4.54620489909006 4.32581333544139 4.71106465709803 4.04673745567536 3.46383082720766 3.4820670334133 5.58028845863638 5.06737015331396 5.16505040575594 3.00171479197124
"Tbc1d9b" 3.999399911683 3.93579823435328 4.94029408594011 5.34440150971346 5.62351132132441 5.82680358330369 4.86564322891588 5.55835791209251 5.92148583181024 6.01171059892018
"Med13l" 3.66250806739671 3.83147296236632 3.04843301970118 2.79823365895609 2.77933156184425 3.14163005927048 3.51586575856049 3.190508951696 4.19155216438112 3.01246152393286
"Bmpr2" 1.33500213479011 0.686031267828981 1.77441831788782 1.47423111539275 1.97357501701243 2.21721378021016 2.79651687106557 3.27493147038111 2.49267059150776 3.30916834045446
"Cdh8" -2.7824514260649 -4.59202442386689 0.136778777667402 0.752475868397696 -0.748079156734104 -4.12307328863529 3.01459140110389 -3.19764431980897 -5.42912973847192 -9.96578428466209
"Plekha6" 0.366564527022686 0.724653293763305 2.39349234282828 3.25443870539622 3.59118492212049 4.93146206327417 2.21768326497848 -0.88403873558329 -2.1385592200716 0.194393738398702
"Olfr15" -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -5.35183662619466 -9.96578428466209
"Lhx1" -2.37144788250861 -7.21685925604569 4.56842249576835 5.24648829260497 4.18734851162979 2.58665456508332 3.04250912565971 -2.64351768962238 -9.96578428466209 -2.08937399906986
"Olfr974" -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -2.84982635278141
"Recql5" 2.87790294515467 2.81457766332886 2.4988610550461 2.51377783288739 2.03979022346127 2.18010326594714 2.78334969625326 2.62818849462038 2.92970738201005 2.43756324964329
"Prtn3" -3.82449962908997 -3.58736930893579 -2.12569384056015 -0.858365295588083 0.362308726293185 0.693316345633612 -4.92555499659778 -4.54515281310218 3.16972904118401 0.806549574326914
"Cyp2c54" -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209
"Ufsp1" 1.09886843748638 1.18178769506788 1.18498340653303 1.44683837994793 0.934680577895882 0.767578167166258 2.239596247092 1.63333377701275 2.48324640646099 1.09568711999298
"Tex16" -3.10950522452784 -5.60188396817481 -2.73145030922656 -4.14009913814841 -4.49188193726527 -3.38451062571597 -1.43359481447203 -2.19555657718996 -2.1803804034644 -5.51541271557289
"Kctd21" -0.329338705258474 -0.666185691855906 -0.811746280094381 -0.217534359928969 -0.456892662806884 -0.668809987082092 -1.27917802471242 0.507940499491786 -0.374053444356918 2.62560271262513
"Pin1rt1" 0.855284117458352 -8.90389985448542 1.35162312969848 -9.96578428466209 -9.96578428466209 -8.11912883708931 3.27784660794101 2.5429447777643 2.58019748150056 2.51193848977764
"Deptor" 2.70139001313306 2.97807289106293 1.96131804983922 1.29173347910918 0.294050968796384 -0.64761987881862 1.34048986484421 -0.4263626925892 -0.355323195642304 2.11440058139394
"Smim7" 3.45939336806357 3.07374840510883 4.25860589133925 3.42951911119872 3.43218168140156 3.27063783226495 5.01724633854374 5.2208155999765 4.86404795936135 5.24773521015322
"Lipo4" -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -6.63774320064184 -9.96578428466209 -4.87796056314971 -9.96578428466209
"Tmc6" 3.96288344613322 4.20050273210031 3.04184270295752 3.0582919839346 3.15391517374472 3.82042839403703 4.32770782228286 3.89859308929422 4.76617437412761 4.81221011852655
"Atp6v1b1" -6.6043593645577 -9.67509522510123 -6.67477059854813 -4.76270373637441 -6.23118631795912 -9.96578428466209 -9.96578428466209 -5.20673598462398 -6.19617933161229 -3.70208661274762
"4921509C19Rik" -8.93179928437362 -9.66578428466209 -7.60043854462883 -7.80959526858714 -7.26745988705651 -8.84841657103174 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209
"Sec14l1" 5.95467163399273 5.97203708299435 5.43285653436642 5.64778916252836 6.07677032341958 5.4048150487303 5.10951934173384 5.49100531417258 5.20308902258491 5.76515152402806
"Vmn1r227" -6.6043593645577 -4.52602490581639 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209
"Tmem79" 3.10315964403195 2.63111190585543 0.723044832251576 -0.282613776208576 -1.34828007544662 -0.293980189451445 0.475969728264665 0.0158527081716012 0.24940585900493 1.34238289525613
"Ropn1l" -5.19256603117718 -3.39633738080546 -1.86160005869446 -0.966659595029495 -0.886196216879566 -0.943263076186591 -2.25644576572705 0.171261329270862 -0.931565776817964 1.78741738744755
"Adpgk" 4.25323177876909 4.43229715506011 3.92731061269291 4.22632633672958 3.53547994615333 3.57218255504292 4.13627049017524 3.6019242427681 3.84931817427981 3.33834191429272
"Rcan3" 2.43739015886857 2.58237072080378 0.382434415913206 0.00509948331393867 1.84851529611523 1.44277780017204 0.670888759556669 2.25594003921625 1.23231368650893 3.43356706730612
"C2cd4a" -7.60043854462883 -6.95067734555693 -6.44039502418771 -6.28294696894405 -3.17231608650973 -2.68154927152408 -9.96578428466209 -4.97021255823412 -9.96578428466209 -2.15514643346058
"Tbc1d25" 3.83989601809942 4.03089196215195 2.64581593721496 2.81536756701666 2.37520022974419 2.45296215838603 2.04587790347302 1.97058066532469 2.71531516943573 2.07469602439444
"Ak7" -0.511934062129896 0.25296238200522 -3.97216113362703 -3.08533487519483 -3.64969888593999 -5.07018063657132 -5.64492651234593 -5.16497671261095 -2.80205256469982 -9.96578428466209
"Myo3b" -3.04537806785819 -2.4979464974071 -6.55846601485298 -5.49197672411296 -4.68579616922833 -4.67507461688423 -6.20156259379904 -5.07592781021672 -9.96578428466209 -4.31333275605316
"Prkaca" 5.61467104081211 5.28404628331668 5.93240078789839 6.02952790517946 6.30572060140375 6.31789116674332 5.98848646132644 6.51584330061309 6.35776559945736 5.98008268731962
"Map3k6" -0.621805161502643 -0.166287494791834 -0.0184272347529971 0.984277967661041 -0.165695572136438 -0.750370044491824 -0.596995333659389 -1.18231792756494 0.849118184833498 -0.562418825012798
"Nfasc" 2.30620090236592 2.09985004933575 1.40968333805946 0.868717352898705 -0.70701039543367 -1.36979912788614 -0.55544295385369 -6.41737974301615 -4.53709254806397 -3.98116964494046
"Olfr1394" -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209
"Rsbn1" 1.70978155113207 1.57040544960318 2.28050383391311 2.18721609693666 1.85644218861444 2.09114154509631 2.69747856338351 2.65309137738846 2.89995767610232 2.35264099539517
"Scube2" -4.54119089718356 -4.12307328863529 -2.2895285382194 -2.37258115708071 -2.7963702826753 -1.46075027272159 2.43516081100276 1.65340918669763 1.49403433681088 -4.79674795905471
"Bend4" 3.59958209419365 3.2602761338499 4.37140527630146 3.3698550679594 3.40432383821591 3.99758442082047 4.58105733408894 5.41463977139917 4.86607455184196 2.7349827502453
"Hoxb13" -4.07453243633604 -4.31376861690821 -5.94876371686257 -9.96578428466209 -9.96578428466209 -9.96578428466209 -4.89580012544489 -2.79227874088352 -4.44090921938018 -9.96578428466209
"Taf8" 3.84327145885299 4.05558858831877 3.52364997727189 3.69094681785035 3.46744365957513 3.42293908426294 3.40152256174594 2.72584735142369 3.22202594908728 2.19705895957071
"Cox7c" 5.54389031722467 6.17947880984159 5.16167820114591 6.02465781353919 6.23266317158066 5.46314649914788 1.94308793340707 1.44245218807299 1.90606964623215 1.46775655690309
"Nlgn1" -8.62558967226443 -8.86581951100925 -7.70391743858199 -7.80959526858714 -8.09803915883944 -6.48254642006222 -7.53632995336266 -5.12268027901063 -9.96578428466209 -9.96578428466209
"Ctsg" -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209 -6.44039502418771 -9.96578428466209 -9.96578428466209 -9.96578428466209 -9.96578428466209
"Prmt2" 4.47591618149155 4.46678944356015 5.05822716818703 5.09558111356359 5.15435183865051 5.52370433307699 4.40765588014955 5.52465904161351 4.44431797494851 5.27981820787964
